iter	RMSE
230	0.03495248913
231	0.03488505435
232	0.03476312027
233	0.03462879834
234	0.03456508473
235	0.03451687839
236	0.03439093994
237	0.03434247471
238	0.03420993689
239	0.03417116553
240	0.03392751728
241	0.03386221679
242	0.03359898166
243	0.03355908106
244	0.03334209582
245	0.03314518178
246	0.03292500076
247	0.03272633016
248	0.03264868848
249	0.03246657793
250	0.03240910347
251	0.0323134165
252	0.03225110126
253	0.03217997522
254	0.03211499121
255	0.03201064539
256	0.03195239659
257	0.0318190312
258	0.03166180464
259	0.03151841228
260	0.03146429009
261	0.03141758888
262	0.03122896106
263	0.03110547787
264	0.03105498404
265	0.03087258654
266	0.03072906142
267	0.03062552136
268	0.03057003452
269	0.03040148367
270	0.03033536162
271	0.03013887836
272	0.02995903341
273	0.0299187142
274	0.02973392041
275	0.02953142634
276	0.02947862083
277	0.02938485642
278	0.02918374635
279	0.02909047869
280	0.0288800061
281	0.02882582933
282	0.02879125776
283	0.0286158999
284	0.02858054953
285	0.02838043454
286	0.0282928825
287	0.02811833542
288	0.02805776798
289	0.02802137286
290	0.02788001573
291	0.02763833158
292	0.02751814966
293	0.02739132368
294	0.02735662632
295	0.02732830843
296	0.02721484412
297	0.02704734843
298	0.02701472325
299	0.02698230088
300	0.02680049701
301	0.02664126205
302	0.02652947239
303	0.02645908824
304	0.0262878992
305	0.02625776747
306	0.02610460713
307	0.02593603572
308	0.02577331511
309	0.02556096478
310	0.02539473108
311	0.02531997474
312	0.02529252318
313	0.02516584323
314	0.02502507264
315	0.02495601785
316	0.02485309792
317	0.02480495045
318	0.0246541882
319	0.02463362636
320	0.02460709887
321	0.02447125227
322	0.02437648769
323	0.02435601437
324	0.02428675184
325	0.02415686484
326	0.02407142411
327	0.02394155914
328	0.02377042242
329	0.0236928637
330	0.02366817424
331	0.0236154246
332	0.02351703524
333	0.02344817428
334	0.02340653675
335	0.0233548565
336	0.02331519349
337	0.02319241503
338	0.02315443379
339	0.02306291266
340	0.0229562639
341	0.02290636445
342	0.02288529039
343	0.02270104282
344	0.02268052001
345	0.02263532649
346	0.0225735547
347	0.02244895734
348	0.02242108802
349	0.02227007515
350	0.02225352169
351	0.02213385285
352	0.02203116583
353	0.02193003196
354	0.02183693937
355	0.02176306343
356	0.02166361985
357	0.02157949647
358	0.02153390088
359	0.02147768827
360	0.02141272826
361	0.02135817408
362	0.02134105266
363	0.02129204088
364	0.02127862101
365	0.02118854473
366	0.0211583785
367	0.02109924479
368	0.02095680544
369	0.02091950008
370	0.02086682191
371	0.02074552552
372	0.02071716312
373	0.02066028719
374	0.02060800664
375	0.02057098946
376	0.02053248837
377	0.02042515397
378	0.02032038131
379	0.02026305693
380	0.02018923517
381	0.02015916778
382	0.02013722599
383	0.02007329637
384	0.0200224257
385	0.01990661334
386	0.01986584946
387	0.01983391892
388	0.01981015593
389	0.01970137488
390	0.01960157451
391	0.01953658076
392	0.01950710832
393	0.0193937408
394	0.01936727035
395	0.01928163077
396	0.0192526599
397	0.01916523173
398	0.01914645437
399	0.01910691214
400	0.01907931784
401	0.01900118387
402	0.01892304968
403	0.01879560911
404	0.01873173728
405	0.01871424401
406	0.01864691497
407	0.01862059442
408	0.01860076382
409	0.01850173139
410	0.01848474126
411	0.01836300037
412	0.01829352924
413	0.01825357731
414	0.01824060723
415	0.01821124002
416	0.01816818342
417	0.01814054356
418	0.01805692351
419	0.01801620714
420	0.01796563287
421	0.01788544494
422	0.01786856606
423	0.01784623346
424	0.01779297282
425	0.01775035764
426	0.01771326885
427	0.01762282738
428	0.01758881009
429	0.01756775426
430	0.01749704723
431	0.01746104507
432	0.01741319173
433	0.01739477186
434	0.01734502176
435	0.01729632337
436	0.01728082376
437	0.01722447031
438	0.01713296304
439	0.01710605587
440	0.01706458439
441	0.01705029707
442	0.01700637833
443	0.01697141849
444	0.01695122894
445	0.01689863852
446	0.01688086003
447	0.01678228024
448	0.01667229962
449	0.01662836037
450	0.01653336673
451	0.01650987957
452	0.01649049564
453	0.01646751456
454	0.01645025256
455	0.01643652086
456	0.01636616199
457	0.01627718342
458	0.01625793123
459	0.01622184791
460	0.01617626914
461	0.01614292716
462	0.01607535073
463	0.01600060484
464	0.01591804657
465	0.01590494123
466	0.01585698942
467	0.01582014023
468	0.01574266468
469	0.01566294004
470	0.01564936109
471	0.01558047703
472	0.01551522008
473	0.01548283766
474	0.0154210607
475	0.01539376494
476	0.0153864345
477	0.01530590553
478	0.01528250832
479	0.01526115298
480	0.01519264877
481	0.01512023425
482	0.01508200444
483	0.01501697153
484	0.01495232874
485	0.01492414176
486	0.01490973281
487	0.01489784927
488	0.01488593686
489	0.01486781561
490	0.01484517336
491	0.01481157409
492	0.01479853715
493	0.01471430868
494	0.01470005262
495	0.01467951543
496	0.01460304593
497	0.01458276593
498	0.01453943597
499	0.01452697452
500	0.01448675002
501	0.01445489525
502	0.01440138765
503	0.01430610144
504	0.01427460618
505	0.01421574196
506	0.0142048887
507	0.01419549356
508	0.01414855672
509	0.01408779087
510	0.01402413261
511	0.01401221718
512	0.0139504632
513	0.01388425052
514	0.01387302559
515	0.01382133514
516	0.01380115692
517	0.01377093368
518	0.01370782129
519	0.01364927106
520	0.01359205697
521	0.0135345344
522	0.013517319
523	0.01346311813
524	0.01344032097
525	0.01343095605
526	0.01342168887
527	0.0133660673
528	0.01332022482
529	0.01327727871
530	0.01323336014
531	0.01316477865
532	0.01311250549
533	0.01307166456
534	0.0130048039
535	0.01297812649
536	0.01292150788
537	0.01285821027
538	0.01279028208
539	0.01278151825
540	0.01274944432
541	0.01272418554
542	0.01271273089
543	0.01270721818
544	0.01270091428
545	0.01269272652
546	0.01265497565
547	0.01263245106
548	0.01259320522
549	0.0125505801
550	0.01254530124
551	0.01249855502
552	0.012476532
553	0.01244641836
554	0.01243626612
555	0.01242705668
556	0.0123858212
557	0.0123298774
558	0.01229905795
559	0.01222315025
560	0.01221541008
561	0.01216216394
562	0.01210264926
563	0.01209469035
564	0.01209009787
565	0.01207466679
566	0.01201676022
567	0.01199883853
568	0.01195878409
569	0.01190335772
570	0.01185795236
571	0.01180077829
572	0.01178571789
573	0.0117640102
574	0.01173520644
575	0.01170628577
576	0.01168577087
577	0.01165439577
578	0.01162419402
579	0.01161609414
580	0.01160365781
581	0.01155277156
582	0.01152210329
583	0.01146411827
584	0.01142173903
585	0.01137902281
586	0.01136569278
587	0.01135647582
588	0.0113338977
589	0.01128195567
590	0.01124450606
591	0.01117887658
592	0.0111712565
593	0.01115285728
594	0.01112217622
595	0.01107792786
596	0.01107291277
597	0.01106653395
598	0.01103023772
599	0.01101019365
600	0.01099491122
601	0.01094993438
602	0.01090853278
603	0.01089068891
604	0.01085853335
605	0.01082704515
606	0.01078323017
607	0.01076465717
608	0.01075086054
609	0.01072968089
610	0.01070534002
611	0.01069860312
612	0.01066508282
613	0.01065471018
614	0.01064535379
615	0.01060436399
616	0.01056950426
617	0.0105316575
618	0.01048520504
619	0.01045451973
620	0.01044960349
621	0.01044268593
622	0.01040226556
623	0.01037806339
624	0.01037164379
625	0.01036335956
626	0.01033506926
627	0.01032871639
628	0.01031954869
629	0.01027105155
630	0.0102244241
631	0.01021544178
632	0.01020773817
633	0.01019233637
634	0.0101650613
635	0.01013232075
636	0.01012693001
637	0.01010592726
638	0.0101003267
639	0.01007620686
640	0.01006894486
641	0.01002556298
642	0.01001880532
643	0.009995524082
644	0.009955425083
645	0.009944539132
646	0.009913974406
647	0.009883336755
648	0.009840858315
649	0.009827018899
650	0.009817711501
651	0.00979633032
652	0.009767647555
653	0.009732264901
654	0.009700139552
655	0.009669029429
656	0.009663027878
657	0.009645973441
658	0.00963649607
659	0.009600147976
660	0.009558198352
661	0.009543906214
662	0.009520374405
663	0.009495855784
664	0.009447904348
665	0.009416344255
666	0.009364279299
667	0.009359073844
668	0.009320128974
669	0.009314539607
670	0.009291497885
671	0.009286953342
672	0.00925592691
673	0.009210816423
674	0.009187823371
675	0.009155443338
676	0.009144090221
677	0.009126798222
678	0.009098346526
679	0.009079053463
680	0.009072882603
681	0.009053863289
682	0.009014844772
683	0.009008519301
684	0.009001167867
685	0.008970888296
686	0.008953485559
687	0.008939234814
688	0.008931893322
689	0.008920978183
690	0.008906691257
691	0.008886447471
692	0.008864484487
693	0.0088522292
694	0.008820102183
695	0.00879674033
696	0.008792341722
697	0.008780638387
698	0.008747945715
699	0.008725930383
700	0.008721007486
701	0.008699832023
702	0.008674538501
703	0.008638934987
704	0.008602811379
705	0.008577143798
706	0.00857252703
707	0.008542690745
708	0.008532799349
709	0.008490511495
710	0.008482110383
711	0.008450376566
712	0.008431515014
713	0.008412606731
714	0.008407844482
715	0.00839283937
716	0.008388622989
717	0.008363490506
718	0.008347334326
719	0.008324655642
720	0.00831549856
721	0.008299958226
722	0.008291590401
723	0.008270599069
724	0.008238052891
725	0.008200606003
726	0.008197106364
727	0.008162769886
728	0.008144400486
729	0.00811575959
730	0.008093150164
731	0.008084364365
732	0.008063627798
733	0.008042641506
734	0.008015726673
735	0.0079776252
736	0.00795217281
737	0.007939358147
738	0.007934226551
739	0.007921404761
740	0.00790167285
741	0.007872491052
742	0.007844604594
743	0.007840550695
744	0.00782190332
745	0.007801927702
746	0.007798778798
747	0.007771594883
748	0.007764786316
749	0.007745586579
750	0.007704696534
751	0.007674730717
752	0.007658274491
753	0.007625979463
754	0.007621949856
755	0.007593716447
756	0.00756449508
757	0.007537219306
758	0.007520759712
759	0.007505065596
760	0.007495152375
761	0.007464981763
762	0.007458965405
763	0.007443753449
764	0.007418731776
765	0.007404626687
766	0.00738828759
767	0.007371248175
768	0.007367456189
769	0.007363267132
770	0.007332378704
771	0.007328585269
772	0.007301865548
773	0.007295265573
774	0.007271850478
775	0.007247305508
776	0.007229432506
777	0.007193550636
778	0.007186303207
779	0.007168396625
780	0.007138265119
781	0.007131993458
782	0.007117414979
783	0.007092011
784	0.007076158993
785	0.007062110911
786	0.007034397491
787	0.007025170851
788	0.007015436067
789	0.006988691566
790	0.006964697369
791	0.006958453361
792	0.006955145903
793	0.006945249994
794	0.006925168721
795	0.006911862481
796	0.006882775219
797	0.006857499669
798	0.006839791991
799	0.006836521391
800	0.006822269285
801	0.006818158838
802	0.006815064884
803	0.006804367412
804	0.006787100376
805	0.006782919845
806	0.006767218675
807	0.006764832202
808	0.006742565536
809	0.006722525511
810	0.006700729979
811	0.00667397188
812	0.006655999242
813	0.006640095973
814	0.006632555843
815	0.006620908434
816	0.00660011568
817	0.006586845529
818	0.006568676807
819	0.006545463811
820	0.006543397899
821	0.006525496539
822	0.006519247898
823	0.006493603866
824	0.00648332148
825	0.006468806116
826	0.006453456408
827	0.006424762494
828	0.006399493297
829	0.006397310537
830	0.00639533336
831	0.006380181401
832	0.00637756191
833	0.00636198558
834	0.006338422752
835	0.006313163889
836	0.006307124134
837	0.006282392067
838	0.006277549661
839	0.006244492895
840	0.006226391768
841	0.006215546224
842	0.006211993123
843	0.00618385459
844	0.006170836575
845	0.006166708381
846	0.006152300006
847	0.006149071439
848	0.006128469403
849	0.00612579742
850	0.006112867855
851	0.00609485032
852	0.006091080198
853	0.006088484735
854	0.006078609854
855	0.006059956697
856	0.006048082236
857	0.006045491626
858	0.006024370039
859	0.006008186813
860	0.006006139327
861	0.005987058763
862	0.005964642831
863	0.005958461236
864	0.005939236994
865	0.005926284747
866	0.005922646501
867	0.005912619117
868	0.005908224242
869	0.00587305607
870	0.005851682652
871	0.005827485241
872	0.005809424785
873	0.005798979684
874	0.005776108471
875	0.005758749246
876	0.005756290593
877	0.005742316866
878	0.005723226192
879	0.005720963006
880	0.005705766889
881	0.005695257846
882	0.005666603558
883	0.005644764417
884	0.005642851685
885	0.005617858397
886	0.005616205866
887	0.00559726153
888	0.005580697501
889	0.005566000789
890	0.005552812505
891	0.005535668047
892	0.005513743266
893	0.005511329113
894	0.005495531285
895	0.005485513294
896	0.005460762165
897	0.005449163713
898	0.005436572259
899	0.005433274647
900	0.005418266592
901	0.005412914958
902	0.005394727005
903	0.005389582297
904	0.005379265597
905	0.005363310397
906	0.005345763612
907	0.005328861704
908	0.005308623817
909	0.00530137673
910	0.005289871593
911	0.005285395621
912	0.005276449132
913	0.005252351416
914	0.005229629727
915	0.005212201845
916	0.005208714838
917	0.005179534891
918	0.005171255107
919	0.005155573876
920	0.005142941475
921	0.005137363262
922	0.005135689065
923	0.005128362138
924	0.005108605427
925	0.005097983743
926	0.005087346891
927	0.005075203377
928	0.005069172117
929	0.005056761478
930	0.005041301175
931	0.005029024229
932	0.005016798276
933	0.004992944278
934	0.004975862178
935	0.004967420788
936	0.004960596182
937	0.00494309554
938	0.004930561917
939	0.004917896892
940	0.004912260716
941	0.004896726153
942	0.004894196087
943	0.004891802952
944	0.00488501217
945	0.004877935413
946	0.00486542508
947	0.004861855751
948	0.00484511825
949	0.004841750682
950	0.004830140419
951	0.004813769045
952	0.004794278629
953	0.00478364563
954	0.004769086247
955	0.004751387954
956	0.004736782766
957	0.004734891739
958	0.004713297324
959	0.004696366758
960	0.004691130652
961	0.004679108915
962	0.004663692578
963	0.004648519199
964	0.004634244667
965	0.004619395237
966	0.004614103023
967	0.004596689626
968	0.004585055953
969	0.00458144346
970	0.004579826971
971	0.004566640573
972	0.004560338992
973	0.004545852029
974	0.004539053663
975	0.004522402211
976	0.004499348383
977	0.004491132807
978	0.004487488579
979	0.004473721738
980	0.004465814715
981	0.004454157089
982	0.004449323325
983	0.004429629526
984	0.004421513085
985	0.004409860813
986	0.004407081214
987	0.004403625889
988	0.004402175633
989	0.004395154763
990	0.004383745663
991	0.004374297097
992	0.004360011736
993	0.004351475094
994	0.00433014582
995	0.004317038292
996	0.004305893205
997	0.004298596662
998	0.004281983853
999	0.004274664373
